,0.0,None
dumpster,0.04119586048647955,None
flout,0.04119586048647955,None
fabian,0.04119586048647955,None
nadler,0.04119586048647955,None
quirk,0.04119586048647955,None
denounces,0.04119586048647955,None
incarnation,0.04119586048647955,None
axelrod,0.04119586048647955,None
detainer,0.04119586048647955,None
spraying,0.04119586048647955,None
annals,0.04119586048647955,None
grudge,0.04119586048647955,None
fabricating,0.04119586048647955,None
webpage,0.04119586048647955,None
defamed,0.04119586048647955,None
blight,0.04119586048647955,None
choose,0.04120705121110583,None
code,0.04125452115427289,None
criminality,0.0413162932928234,None
sting,0.0413162932928234,None
vetted,0.0413162932928234,None
script,0.04137960932405405,None
conclude,0.041467109215239106,None
partnered,0.04148198832859476,None
deposits,0.04148198832859476,None
outdated,0.04148198832859476,None
salvage,0.04148198832859476,None
gays,0.04150236448066967,None
grazing,0.04150236448066967,None
statistically,0.04150236448066967,None
dreaded,0.04150236448066967,None
hegemonic,0.04150236448066967,None
sabotaging,0.04150236448066967,None
misdemeanors,0.04150236448066967,None
parishes,0.04150236448066967,None
reformation,0.04150236448066967,None
sanctioning,0.04150236448066967,None
exposé,0.04150236448066967,None
eucharist,0.04150236448066967,None
oversaw,0.041589214865080146,None
perry,0.041589214865080146,None
intact,0.041589214865080146,None
prepares,0.041591454372165125,None
complained,0.04159875882346249,None
happen,0.04163447537237356,None
illfated,0.04163766980426228,None
warmbiers,0.04163766980426228,None
chol,0.04163766980426228,None
indigo,0.04163766980426228,None
sitcom,0.04163766980426228,None
crossparty,0.04163766980426228,None
genderbased,0.04163766980426228,None
deangelo,0.04163766980426228,None
checkup,0.04163766980426228,None
sisterinlaw,0.04163766980426228,None
returnees,0.04163766980426228,None
ventilation,0.04163766980426228,None
cashstrapped,0.04163766980426228,None
applewhite,0.04163766980426228,None
arabisraeli,0.04163766980426228,None
mamnoon,0.04163766980426228,None
highschool,0.04163766980426228,None
desserts,0.04163766980426228,None
zerosum,0.04163766980426228,None
avivs,0.04163766980426228,None
chester,0.04163766980426228,None
mauritius,0.04163766980426228,None
rva,0.04163766980426228,None
mushtaq,0.04163766980426228,None
10minute,0.04163766980426228,None
mammals,0.04163766980426228,None
5pm,0.04163766980426228,None
49yearold,0.04163766980426228,None
sceptical,0.04163766980426228,None
75yearold,0.04163766980426228,None
choksi,0.04163766980426228,None
dri,0.04163766980426228,None
antarctica,0.04163766980426228,None
ordnance,0.04163766980426228,None
66yearold,0.04163766980426228,None
socialmedia,0.04163766980426228,None
iain,0.04163766980426228,None
jaguar,0.04163766980426228,None
lotus,0.04163766980426228,None
lalu,0.04163766980426228,None
devi,0.04163766980426228,None
60yearold,0.04163766980426228,None
miamidade,0.04163766980426228,None
prioritise,0.04163766980426228,None
sadr,0.04163766980426228,None
irritated,0.04163766980426228,None
kuwaits,0.04163766980426228,None
sachin,0.04163766980426228,None
proassad,0.04163766980426228,None
evidencebased,0.04163766980426228,None
sanofi,0.04163766980426228,None
birthdays,0.04163766980426228,None
380,0.04163766980426228,None
dmd,0.04163766980426228,None
barclays,0.04163766980426228,None
barkat,0.04163766980426228,None
netizens,0.04163766980426228,None
renegotiated,0.04163766980426228,None
thensecretary,0.04163766980426228,None
colbie,0.04163766980426228,None
holderness,0.04163766980426228,None
twomonth,0.04163766980426228,None
mishra,0.04163766980426228,None
characterised,0.04163766980426228,None
3700,0.04163766980426228,None
penang,0.04163766980426228,None
algiers,0.04163766980426228,None
tripartite,0.04163766980426228,None
busan,0.04163766980426228,None
abbotts,0.04163766980426228,None
liaoning,0.04163766980426228,None
orourke,0.04163766980426228,None
fiveyearold,0.04163766980426228,None
commandant,0.04163766980426228,None
headtohead,0.04163766980426228,None
judiciarys,0.04163766980426228,None
supremo,0.04163766980426228,None
410,0.04163766980426228,None
ay,0.04163766980426228,None
yangon,0.04163766980426228,None
academys,0.04163766980426228,None
150th,0.04163766980426228,None
hideouts,0.04163766980426228,None
dubaibased,0.04163766980426228,None
mehmet,0.04163766980426228,None
verma,0.04163766980426228,None
markup,0.04163766980426228,None
nonmuslims,0.04163766980426228,None
largestever,0.04163766980426228,None
benigno,0.04163766980426228,None
gangwon,0.04163766980426228,None
fox5dc,0.04163766980426228,None
nassar,0.04163766980426228,None
minn,0.04163766980426228,None
shoaib,0.04163766980426228,None
ki,0.04163766980426228,None
aftab,0.04163766980426228,None
khursheed,0.04163766980426228,None
indus,0.04163766980426228,None
phc,0.04163766980426228,None
franciss,0.04163766980426228,None
skokie,0.04163766980426228,None
marches,0.041700200843660294,None
cracks,0.041700200843660294,None
villagers,0.041700200843660294,None
cross,0.04181124120612955,None
excitement,0.04185016204304235,None
gonzalez,0.04185016204304235,None
builds,0.04185016204304235,None
junk,0.04185111933928317,None
subsidized,0.04185111933928317,None
nyt,0.04185111933928317,None
eruptions,0.04185111933928317,None
corridors,0.04186780139471096,None
commuters,0.04186780139471096,None
intermediate,0.04186780139471096,None
analytica,0.04186780139471096,None
blasting,0.04196102435343531,None
shotgun,0.04196102435343531,None
hollywood,0.041973230624029904,None
tragedy,0.04197739716433714,None
veteran,0.041983976407257276,None
resemble,0.042106476114751774,None
debacle,0.042106476114751774,None
thank,0.042148315430165534,None
bed,0.04215573330769065,None
affixed,0.04221327729800393,None
misquoted,0.04221327729800393,None
torment,0.04221327729800393,None
reversals,0.04221327729800393,None
repulsive,0.04221327729800393,None
snuff,0.04221327729800393,None
seductive,0.04221327729800393,None
alwaleed,0.04221327729800393,None
infuriate,0.04221327729800393,None
astray,0.04221327729800393,None
jana,0.04221327729800393,None
adhd,0.04221327729800393,None
ponzi,0.04221327729800393,None
scoff,0.04221327729800393,None
specificity,0.04221327729800393,None
barnett,0.04221327729800393,None
forestall,0.04221327729800393,None
likens,0.04221327729800393,None
mutilating,0.04221327729800393,None
debunking,0.04221327729800393,None
slanderous,0.04221327729800393,None
encapsulated,0.04221327729800393,None
associating,0.04221327729800393,None
methodologies,0.04221327729800393,None
hamburger,0.04221327729800393,None
commonality,0.04221327729800393,None
kobach,0.04221327729800393,None
lengthening,0.04221327729800393,None
attested,0.04221327729800393,None
vitriolic,0.04221327729800393,None
solves,0.04221327729800393,None
wring,0.04221327729800393,None
fret,0.04221327729800393,None
backtrack,0.04221327729800393,None
despots,0.04221327729800393,None
implements,0.04221327729800393,None
anthology,0.04221327729800393,None
repudiate,0.04221327729800393,None
furtherance,0.04221327729800393,None
overbearing,0.04221327729800393,None
antibiotic,0.04221327729800393,None
melvin,0.04221327729800393,None
civilly,0.04221327729800393,None
traced,0.042280834120335176,None
interestingly,0.04228341352313402,None
disputes,0.0423091525703582,None
independence,0.042317359804262496,None
contain,0.04234795209152434,None
grandfather,0.0423737584609296,None
traditionally,0.042378989594819096,None
1992,0.042389823735794814,None
feeding,0.04239227217555294,None
react,0.042410745537462644,None
mayors,0.042422058131632134,None
amend,0.042422058131632134,None
colony,0.042422058131632134,None
utmost,0.042422058131632134,None
eternal,0.042603629904389824,None
72,0.0426946592437617,None
commenting,0.04273850479644851,None
subsidies,0.042782791286432316,None
imported,0.042782791286432316,None
greece,0.04288529378641131,None
prison,0.042998942522874756,None
love,0.04301855141872146,None
sensitive,0.04303933402936314,None
bottom,0.04304285203641024,None
arguments,0.04308037176233653,None
belongs,0.04310034168148631,None
understanding,0.04310570838294144,None
colonial,0.04314770221320672,None
contending,0.043253417198316615,None
purposely,0.043253417198316615,None
alienate,0.043253417198316615,None
cede,0.043253417198316615,None
delve,0.043253417198316615,None
nuncio,0.043253417198316615,None
contents,0.043296942729794737,None
organizer,0.043296942729794737,None
wondered,0.043296942729794737,None
innovations,0.04329970950441359,None
accepts,0.043302317026131285,None
concessions,0.04334620970576487,None
terrorism,0.043347663761116706,None
achieving,0.04336672402987634,None
orange,0.04336672402987634,None
hostages,0.04340641448422508,None
exits,0.04352376492175423,None
shaw,0.04352376492175423,None
circuit,0.04356260501578876,None
copenhagen,0.04359796258558377,None
201,0.04359796258558377,None
diploma,0.04359796258558377,None
silvio,0.04359796258558377,None
luxembourg,0.04359796258558377,None
em,0.04359796258558377,None
ansari,0.04359796258558377,None
remand,0.04359796258558377,None
terminals,0.04359796258558377,None
audi,0.04359796258558377,None
missteps,0.04359796258558377,None
niche,0.04359796258558377,None
zaman,0.04359796258558377,None
cambodian,0.04359796258558377,None
ip,0.04359796258558377,None
vekselberg,0.04359796258558377,None
establish,0.04367523155766261,None
wing,0.043680585657025116,None
cellphone,0.043851405117100964,None
dating,0.04393065331196595,None
blown,0.04399798292273033,None
exams,0.04425808458999812,None
speedy,0.04425808458999812,None
expenditures,0.04425808458999812,None
concerted,0.04428752713138692,None
nra,0.04435883264791759,None
78,0.04439867982184703,None
breached,0.044405300119051465,None
schwartz,0.04461307205248709,None
daylong,0.04461307205248709,None
taxis,0.04461307205248709,None
weibo,0.04461307205248709,None
commandos,0.04461307205248709,None
drawings,0.04461307205248709,None
fayetteville,0.04461307205248709,None
subsidiaries,0.04461307205248709,None
shithole,0.04461307205248709,None
quartz,0.04461307205248709,None
unauthorised,0.04461307205248709,None
destabilise,0.04461307205248709,None
aap,0.04461307205248709,None
bpd,0.04461307205248709,None
03,0.04461307205248709,None
bharatiya,0.04461307205248709,None
senegal,0.04461307205248709,None
paddocks,0.04461307205248709,None
irna,0.04461307205248709,None
airbnb,0.04461307205248709,None
discontinue,0.04461307205248709,None
zhou,0.04461307205248709,None
baba,0.04461307205248709,None
haji,0.04461307205248709,None
shipyard,0.04461307205248709,None
236,0.04461307205248709,None
postelection,0.04461307205248709,None
naperville,0.04461307205248709,None
azar,0.04461307205248709,None
expatriates,0.04461307205248709,None
podcasts,0.04461307205248709,None
formalities,0.04461307205248709,None
aurangzeb,0.04461307205248709,None
thriller,0.04462214659939901,None
topping,0.04462214659939901,None
favorites,0.04462214659939901,None
disorderly,0.04462214659939901,None
various,0.04473647141719079,None
argentina,0.044816469293671835,None
durham,0.044819452927799514,None
airs,0.044819452927799514,None
subscription,0.044819452927799514,None
136,0.044819452927799514,None
levy,0.044825302045757784,None
vacated,0.044825302045757784,None
employee,0.04485102650580922,None
come,0.04485610416856805,None
distinct,0.04485642958742906,None
fires,0.044978279930466755,None
trove,0.04505156400821964,None
travis,0.04505156400821964,None
motel,0.04505156400821964,None
appetite,0.04507054264198823,None
bringing,0.045115809765541776,None
mechanisms,0.04513503149351515,None
renowned,0.04528359733892472,None
risky,0.04533647294946088,None
refused,0.04536650200341636,None
moves,0.04537632149068552,None
seventy,0.04541118740780628,None
outlaw,0.04541118740780628,None
starved,0.04541118740780628,None
launder,0.04541118740780628,None
necessity,0.04541988783629316,None
mixed,0.04543574003002038,None
frontrunner,0.045567334269560104,None
sanitation,0.045567334269560104,None
paired,0.045567334269560104,None
bicycle,0.045567334269560104,None
deepened,0.045567334269560104,None
mediation,0.045567334269560104,None
eliminated,0.045609729884461866,None
europe,0.04577292042339591,None
accommodate,0.045928830588966296,None
diego,0.045928830588966296,None
