Speaker	Truth-Rating	Statement	PolitiFact explanations	URL
Tom Price	2	The fiscal cliff deal "ultimately raised taxes."	Kinda yes, kinda no	/georgia/statements/2013/jan/11/tom-price/fiscal-cliff-impact-taxes-matter-perspective/	
Tom Price	2	Congress gave an unelected board "the power to deny care to seniors."	Upon examination, Price claim needs more detail	/georgia/statements/2012/jan/06/tom-price/price-worries-about-health-care-laws-impact-senior/	
Tom Price	3	Sixteen thousand new Internal Revenue Service agents will be "empowered to enforce" the new health care legislation.	This old claim didn't improve with age	/georgia/statements/2012/jul/10/tom-price/price-16000-irs-agents-will-enforce-obama-health-c/	
Tom Price	4	New federal projections estimate that the health care overhaul "will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed."	Talking point botches numbers	/georgia/statements/2012/mar/27/tom-price/us-rep-price-health-care-bill-cost-projections-ros/	
Tom Price	4	"The U.S. won't default, because default means that you don't pay your creditors. And it takes about 10 percent of the money that's coming in right now" to pay interest to bondholders.	A solution to the debt ceiling that's not as easy as it looks	/georgia/statements/2011/jul/26/tom-price/georgia-republican-tom-price-says-paying-debtholde/	
League of Women Voters of Texas Education Fund	0	"Photo ID is not required for those who vote by mail."	But there are hurdles to qualify for a mail ballot	/texas/statements/2013/oct/01/league-women-voters-texas-education-fund/nearly-all-texans-who-vote-mail-need-not-present-p/	
Internet commenters	4	Annexation would lead to overcrowding at Decaturs city schools.	District already needs spots for 500-plus students	/georgia/statements/2015/sep/16/internet-commenters/annexation-or-no-decatur-schools-are-overcrowded/	
Internet commenters	4	A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.	 All-Badger ticket legal, if unlikely	/wisconsin/statements/2013/jan/28/internet-commenters/commenters-say-ryan-walker-ticket-would-be-unconst/	
John Chisholm	1	Says Milwaukee County Sheriff David Clarke has "deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work."	Deputies involved some in checking courthouse visitors	/wisconsin/statements/2014/jun/30/john-chisholm/milwaukee-sheriff-pays-overtime-deputies-sit-secur/	
Ben Cannon	0	Says "if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates."	He's right; there's a connection	/oregon/statements/2012/feb/13/ben-cannon/canon-gets-connection-between-reading-and-crime-ri/	
Michael T. Owens	1	A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.	Hotels could absorb cost	/georgia/statements/2015/apr/15/michael-t-owens/new-hotel-fee-adds-costs-not-always-guests/	
Lawrence O'Donnell	0	"Most Americans live within 50 miles of a nuclear power plant."	Most Americans live under the 50 mile shadow; but relatively few within 10 miles	/truth-o-meter/statements/2011/mar/24/lawrence-odonnell/msnbcs-lawrence-odonnell-most-americans-live-withi/	
Lawrence O'Donnell	1	"Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population."	Fuzzy reception	/punditfact/statements/2014/jul/14/lawrence-odonnell/msnbcs-odonnell-washington-has-spent-over-500-mill/	
Lawrence O'Donnell	1	Chris Christie "helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage."	Christie says process was fair	/punditfact/statements/2014/feb/19/lawrence-odonnell/lawrence-odonnell-says-chris-christie-steered-6-mi/	
Lawrence O'Donnell	1	"The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies" for people who dont purchase health insurance.	IRS left mostly toothless on this tax	/truth-o-meter/statements/2013/oct/25/lawrence-odonnell/lawrence-odonnell-says-irs-cannot-pursue-either-ci/	
Lawrence O'Donnell	3	Because of the current immigration crisis, Republicans want to "repeal" a 2008law that President George W. Bush signed and "want to be on record as not wanting to protect children from ...sex trafficking."	Amend, but to what end?	/punditfact/statements/2014/jul/31/lawrence-odonnell/msnbcs-odonnell-republicans-want-repeal-2008-bush-/	
Lawrence O'Donnell	3	Says critics called the original GI Bill "welfare."	Not w-eally	/texas/statements/2012/feb/17/lawrence-odonnell/lawrence-odonnell-says-critics-called-original-gi-/	
Lawrence O'Donnell	4	"The president and vice president can't be from the same state."	You can do it, but it can create a headache	/punditfact/statements/2015/apr/16/lawrence-odonnell/president-vice-president-same-state-allowed/	
Lawrence O'Donnell	4	"There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea."	Turns out Gingrich went after Bush too	/truth-o-meter/statements/2009/apr/07/lawrence-odonnell/odonnell-alleges-gingrich-laid-bush-record-indicat/	
Howard Dean	0	Biden is "one of the least wealthy members of the U.S. Senate."	We should all be so poor	/truth-o-meter/statements/2008/aug/27/howard-dean/we-should-all-be-so-poor/	
Howard Dean	1	"Barack Obama's health care bill is nothing new. Mitt Romney signed one just like it four years before."	Something Rick Perry and Howard Dean agree on	/texas/statements/2010/dec/05/howard-dean/dean-howard-says-health-care-bill-prseident-barack/	
Howard Dean	2	"The biggest job of the surgeon general is to translate health care and health care needs into plain English."	More than just talk	/truth-o-meter/statements/2009/jan/13/howard-dean/surgeon-general-spokesman-public-health/	
Howard Dean	3	"Theres a tremendous other number of public officials who have done the same thing" as Hillary Clinton with a private email server.	Examples are scant	/punditfact/statements/2015/aug/18/howard-dean/howard-dean-tremendous-number-public-officials-hav/	
Howard Dean	4	"Every other democracy in the world has a health care system that covers everybody, and we don't."	Not all democracies, just the advanced industrialized ones	/truth-o-meter/statements/2009/sep/15/howard-dean/dean-says-us-only-democracy-without-universal-heal/	
Howard Dean	4	"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board."	Dean needs to brush up on his history	/truth-o-meter/statements/2009/aug/28/howard-dean/dean-claims-social-security-and-medicare-were-pass/	
Howard Dean	4	"There's no rationing in any of these bills."	Guess what? There's rationing now	/truth-o-meter/statements/2009/aug/25/howard-dean/rationing-health-care-reform/	
Barry Hinckley	0	A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.	It's 82 percent, and has been growing	/rhode-island/statements/2012/sep/26/barry-hinckley/us-senate-candidate-barry-hinckley-says-80-percent/	
Barry Hinckley	0	"More than 27,000 Rhode Island jobs depend on trade with Canada."	That's a lot of jobs, eh?	/rhode-island/statements/2012/mar/18/barry-hinckley/gop-senate-candidate-barry-hinckley-says-27000-rho/	
Barry Hinckley	1	"Thirty percent of [Sheldon Whitehouse' campaign] money is coming from special interests."	PACs? Yes. Special interests? It's lots more	/rhode-island/statements/2012/aug/19/barry-hinckley/us-senate-candidate-barry-hinckley-says-incumbent-/	
Barry Hinckley	1	The "Buffett rule" "raises virtually no money, maybe a day and a half of our borrowing per year."	Because the national debt is so high.	/rhode-island/statements/2012/apr/15/barry-hinckley/republican-senate-candidate-barry-hinckley-says-bu/	
Barry Hinckley	2	"Sheldon Whitehouse's failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful..."	$8 trillion is a fair projection, but he's just one vote	/rhode-island/statements/2012/jan/31/barry-hinckley/us-senate-candidate-barry-hinckley-says-sen-sheldo/	
Barry Hinckley	4	President Obamas health-care law will "add trillions of dollars in debt."	Best nonpartisan analysis says it will SAVE money	/rhode-island/statements/2012/jun/30/barry-hinckley/republican-us-senate-candidate-barry-hinckley-says/	
Barry Hinckley	4	President Obama gave Egypt's Muslim Brotherhood one and a half billion dollars.	The money was for Egypt. Big difference.	/rhode-island/statements/2012/apr/27/barry-hinckley/us-senate-candidate-barry-hinckley-says-obama-admi/	
Barry Hinckley	4	"Our tax code is . . . 80,000 pages."	Only at 48 words per page	/rhode-island/statements/2011/dec/27/barry-hinckley/us-senate-candidate-barry-hinckley-says-nations-ta/	
Barry Hinckley	4	"There's no money in Social Security."	"No money" earned $117.5 billion in interest last year	/rhode-island/statements/2011/aug/04/barry-hinckley/gop-senate-candidate-hinckley-says-there-no-money-/	
Barry Hinckley	5	Sheldon Whitehouse voted for a "$525-billion tax increase on the middle class."	The tax is Obamacare. And the rich pay most. Over 10 years	/rhode-island/statements/2012/nov/01/barry-hinckley/us-senate-candidate-barry-hinckley-says-incumbent-/	
Barry Hinckley	5	U.S. Sen. Sheldon Whitehouse "rewarded Wall Street executives with millions in bonuses."	Bonus claim bogus	/rhode-island/statements/2012/oct/07/barry-hinckley/us-senate-candidate-barry-hinckley-says-incumbent-/	
Myra Crownover	5	Says Texas legislators in 2011 increased state spending on education.	Billions less to schools, overall	/texas/statements/2012/feb/20/myra-crownover/myra-crownover-says-2011-legislature-increased-sta/	
Donna Garner	5	Says Joe Straus "was co-author of a bill that would have allowed Planned Parenthood to control public school sex education."	The state and local governments control sex ed	/texas/statements/2010/dec/13/donna-garner/conservative-education-activist-donna-garner-says-/	
Oregon Department of Fish and Wildlife	0	Says there have been no cases of wolves killing people in Rocky Mountain states.	Few attacks worldwide, even fewer deaths	/oregon/statements/2011/dec/16/oregon-department-fish-and-wildlife/department-fish-and-wildlife-says-there-have-been-/	
Don't Let Florida Go To Pot	1	"Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS."	A likely number from haphazard data	/florida/statements/2014/may/29/dont-let-florida-go-pot/less-5-percent-registered-users-states-allowing-me/	
Don't Let Florida Go To Pot	2	"25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana."	Depending on how the data was examined	/florida/statements/2014/aug/05/dont-let-florida-go-pot/medical-marijuana-opponents-say-drug-often-involve/	
Don't Let Florida Go To Pot	2	A proposed amendment "allows a teenager to get a recommendation for medical marijuana without the consent of a parent."	Likely just for adults 18 and older	/florida/statements/2014/may/22/dont-let-florida-go-pot/medical-marijuana-amendment-allows-teenager-get-re/	
Alan  Essig	0	The governors budget proposal reduces the state austerity cut to education to under $500 million for 2016.	Austerity cuts have existed since 2003	/georgia/statements/2015/feb/06/alan-essig/essig-accurate-education-austerity-cuts-under-500-/	
Rhode Island Retirement Security Coalition	3	"In the past six years alone, changes to the pension formula  have saved over half a billion dollars."	Savings will take decades to achieve	/rhode-island/statements/2011/sep/25/rhode-island-retirement-security-coalition/ri-public-employee-unions-say-changes-states-pensi/	
